stdnt_id,schl_id,sample,grade,gender,poverty,race,minority,disabili,foodsecu,ses,kfall_ma,ksprng_m,g1fall_m,g1sprng_,g3Math,kfall_re,ksprng_r,g1fall_r,g1sprn_1,g3Read,schl_typ,s2kminor,pcnt_flu,pcnt_rlu,filter_$,racenew,passmath1,int
5812,0609,2,4,1,2,1,1,2, ,.49,48.49,60.11,61.45,99.28,115.23,50.61,57.83,56.85,84.34,123.97,4,3,19.28,2.46,1,1,1,1
5922,0623,1,4,1,1,1,1,2, , ,10.5,22.72, ,35.81,71.92,17.45,24.22, ,39.6,101.65,4,3,56.64,20.98, ,1,0,1
5947,0625,1,4,2,2,1,1,2, , ,29.3,41.96, ,70.77,93.57,40.76,54.36, ,101.92,121.7,4,3,18.51,9.34, ,1,0,1
5965,0627,2,4,1,2,1,1,2, , , ,30.15,41.37,54.98,94.6, ,29.4,40.73,66.66,118.92,4,4,-9,-9, ,1,0,1
5969,0627,1,4,1,2,1,1,2, ,.06, ,38.42,40.9,54.01,106.09, ,34.79,39.32,57.26,129.86,4,4,-9,-9,1,1,1,1
5977,0627,1,4,1,2,1,1,2, , , ,59.67,68.04,88.78,107.98, ,35.21,54.49,78.88,117.52,4,4,-9,-9, ,1,1,1
6045,0627,2,4,2,2,2,2,2, , , ,24.02,24.64,43.63,80.98, ,38.76,38.49,47.52,93.76,4,4,-9,-9, ,2,0,1
6004,0630,1,4,2,2,1,1,2, ,.76, ,65.35,70.29,98.75,113.13, ,91.12,93.59,128.05,137.57,4,4,32.2,9.75,1,1,1,1
6023,0631,1,4,2,1,2,2,2, , , ,23.76, ,56.5,71.89, ,27.19, ,74.6,106.35, , , , , ,2,0,1
6054,0633,2,4,1,1,2,2,2, , , ,23.37,25.58,42.63,57.06, ,30.33,35.26,41.09,69.63,4,5,-9,-9, ,2,0,1
6061,0635,1,4,2,2,1,1,2, ,.78,27.35,46.41,47.04,76.28,114.57,45.76,57.35,60.22,96.07,139.58,4,3,2.03,.68,1,1,1,1
6143,0644,1,4,2,1,2,2,2,1.4, ,9.82,32.66, ,41.06,53.29, ,42.18, ,65.74,93.09,4,4,55.27,11.72, ,2,0,1
6211,0651,1,4,1,2,1,1,2, ,1.26,23,28.67, ,51.55,90.09,21.4,37.87, ,70.95,116.24,4,2,15.35,4.65,1,1,0,1
6220,0651,2,4,1,2,1,1,2, ,.89,23.32,38.96, ,70.73,98.26,29.84,41.53, ,71.95,132.89,4,2,15.35,4.65,1,1,0,1
6222,0651,2,4,1,2,1,1,2, ,.05,27.74,33.13, ,68.1,99.37,35.94,26.42, ,102,138.99,4,2,15.35,4.65,1,1,0,1
6231,0652,2,4,1,2,1,1,1, ,.46,16.39,27.23, ,59.42,89.42,21.5,35.52, ,80.82,104.27,4,3,14.78,9.04,1,1,0,1
6253,0654,2,4,2,1,2,2,1, , ,15.42,20.39, ,43.92,78.53,20.3,31.67, ,49.8,95.67,4,4,61.73,10.29, ,2,0,1
6333,0663,2,4,2,2,1,1,2, ,.45,46.72,57.01,52.47,79.44,110.88,76.9,93.66,104.98,126.6,136.17,3,2,-9,-9,1,1,1,1
6334,0663,2,4,2,2,1,1,1, , ,50.61,54.3,68.48,79.7,109.69,55.86,75.72,91.78,105.75,135.55,3,2,-9,-9, ,1,1,1
6344,0664,2,4,2,2,1,1,1, , ,23.24,32.93,42.93,62.42,79.95,19.39,36.68,44.19,74,102.76,4,2,23.8,7.88, ,1,0,1
6432,0671,1,4,1,2,1,1,2, ,.25,24.4,37.67,43.97,62.63,91.33,25.53,30.32,45.31,71.56,132.92,1,1,0,0,1,1,0,1
6519,0685,2,4,1,2,1,1,2, ,.17,22.59,37.11, ,58.03,108.13,41.73,61.24, ,90.46,113.55,4,2,13.19,3.98,1,1,1,1
6520,0685,2,4,1,2,1,1,2, ,.78,28.19,42.49, ,72.35,105.18,33.94,41.8, ,50.77,91.46,4,2,13.19,3.98,1,1,1,1
6643,0704,2,4,2,2,3,1,2,2.6, ,30.39,38.16, ,49.74,98.98,29.38,47.09, ,75.79,120.7,4,4,36.98,15.89, ,4,0,1
6648,0704,2,4,1,2,4,2,2, , ,13.63,21.12, ,57.08,99.41,16.68,25.6, ,50.54,130.75,4,4,36.98,15.89, ,4,0,1
6741,0712,1,4,2,2,3,1,1, , ,15.11,24.37, ,43.15,76.15, ,34.73, ,71.22,103.72, , , , , ,4,0,1
6743,0712,2,4,2,1,3,1,2, , ,15.02,21.6, ,54.27,103.35, , , ,85.33,112.72, , , , , ,4,1,1
6747,0712,2,4,1,2,4,2,1, ,.38,21.23,36.85, ,66.27,92.92, ,38.64, ,76.81,129.45, , , , ,1,4,0,1
6772,0713,1,4,1,2,3,1,2, , ,30.49,28.09,40.49,61.15,81.68,36.12,41.25,51.34,62.19,105.3,2,5,-9,-9, ,4,0,1
6794,0717,2,4,1,2,1,1,1, ,1.77, ,32.64,33.22,53.05,92.93, ,31.01,36.55,67.31,98.93,4,1,1.19,.77,1,1,0,1
6825,0723,1,4,1,2,1,1,2, ,1.04,24.73,32.39, ,63.76,103.01,41.05,49.57, ,102.61,121.95,1,2,5.09,4.83,1,1,1,1
6828,0728,2,4,2,2,4,2,1, , ,8.66,16.55, ,29.39, ,19.87,20.42, ,42.22, ,4,1,36.84,12.82, ,4, ,1
6834,0728,2,4,2,2,1,1,2, ,.01,20.18,38.44, ,50.82,72.53,26.64,34.54, ,68.82,101.85,4,1,36.84,12.82,1,1,0,1
6835,0728,1,4,1,2,1,1,2, , ,9.49,20.24, ,48.38,62.1,17.63,28.79, ,43.72,95.94,4,1,36.84,12.82, ,1,0,1
6928,0736,2,4,2,2,1,1,1, ,.19, ,37.53, ,47.45,84.35, ,62.22, ,78.85,103.49, , , , ,1,1,0,1
6944,0737,1,4,1,2,1,1,2, ,1.3,18.93,22.88,33.99,60.31,95.45,24.82,38.59,43.98,73.97,121.4,1,1,7.94,3.7,1,1,0,1
6966,0740,2,4,1,2,1,1,2, , ,16.52,31.78, ,53.94,71.78,20.75,34.57, ,61.61,90.68,4,1,-9,-9, ,1,0,1
6983,0743,2,4,1,2,1,1,2, ,.02,41.65,47.69, ,68.15,103.83,37.8,47.16, ,70.11,109.81,4,2,31.58,13.27,1,1,1,1
7032,0748,1,4,2,2,4,2,2, , ,14.11,19.72,38.74,52.42,91.56,19.15,27.35,29.36,60.69,95.62,4,1,23.81,13.61, ,4,0,1
7039,0748,1,4,2,1,1,1,1,3.4, ,14.19,21.17,17.86,27.04,50.91,20.87,24.82,27.32,46.72,81.9,4,1,23.81,13.61, ,1,0,1
7048,0749,1,4,1,2,1,1,2, ,.82,18.96,35.93, ,68.35,99.39,18.62,19.99, ,56.5,88.69,4,2,60,3.33,1,1,0,1
7069,0749,2,4,2,2,1,1,2, , ,20.34,27.32,34.38,57.45,97.57,19.54,38.18,40.44,71.8,125.14,4,2,60,3.33, ,1,0,1
7055,0750,1,4,1,2,1,1,2, , ,24.24,42.11,43.69,62.63,106.7,35.1,58.92,80.75,111.27,133.86,4,1,2.13,.49, ,1,1,1
7074,0751,2,4,2,2,1,1,1, ,1.37,24.2,28.36,39.52,63.39,91.08,30.9,37.12,41.66,67.73,127.64,4,2,47.91,11.85,1,1,0,1
7075,0751,1,4,1,2,1,1,1,2.6, ,11.99,15.34,18.26,35.78,64.29,16.59,17.37,17.67,29.77,75.27,4,2,47.91,11.85, ,1,0,1
7095,0752,1,4,2,2,1,1,2, ,.63,16.09,21.79, ,31.43,53.49,27.58,28.89, ,54.59,105.92,4,1,2.87,1.2,1,1,0,1
7128,0754,2,4,1,2,3,1,2, , ,29.2,37.87,49.44,73.33,93.07,28.38,37.25,43.97,61.4,98.37,4,1,-9,-9, ,4,0,1
7138,0755,2,4,1,2,1,1,2, ,.51,17.75,28.05, ,54.03,95.05,23.29,32.91, ,60.92,116.03,4,1,-9,-9,1,1,0,1
7164,0758,1,4,1,1,2,2,2,9.8, ,19.3,26.28, ,56.56,62.28,22.35,24.42, ,39.43,65.32,4,5,-9,-9, ,2,0,1
7183,0759,2,4,1,1,2,2,1, , ,12.66,25.06, ,41.21,62.1,14.59,22.53, ,50.9,69.19,4,5,93,3.31, ,2,0,1
7264,0765,1,4,2,2,2,2,2, ,.48,15.68,26.81, ,51.48,81.79,23.21,35.55, ,66.62,108.73,4,5,43.86,0,1,2,0,1
7272,0766,2,4,1,1,2,2,2, , ,11.16,26, ,46.94,58.93,25.13,37.5, ,52.27,88.31,4,5,93,2.84, ,2,0,1
7286,0766,2,4,1,1,2,2,2, , ,14.87,18.14, ,43.22,66.75,17.02,21.3, ,41.6,85.41,4,5,93,2.84, ,2,0,1
7369,0776,1,4,2,1,1,1,2,1.4, ,14.65,23.57, ,50.87,85.67,15.51,32.51, ,51.72,73.83,4,1,-9,-9, ,1,0,1
7400,0779,2,4,2,2,1,1,2, , ,24.41,44.44, ,63.03,105.81,42.34,38.47, ,72.89,139.2, , , , , ,1,1,1
7432,0785,2,4,2,2,1,1,2, ,2.02,39.14,50.53, ,79.4,103.59,80,95.06, ,110.24,134.79,4,1,11.76,2.94,1,1,1,1
7435,0785,2,4,1,2,1,1,1, ,.62,24.2,30.55, ,72.69,104.44,27.76,41.64, ,84.21,124.56,4,1,11.76,2.94,1,1,1,1
7485,0792,1,4,1,2,1,1,2, , , ,20.69,27.59,48.36,96.45, ,19.19,38.66,52.27,112.36,4,1,41.36,12.65, ,1,0,1
7511,0799,2,4,1,2,1,1,2, , ,20.87,37.73, ,49,99.12,29.23,37.19, ,57.89,126.87,4,1,56.46,9.37, ,1,0,1
7532,0800,2,4,1,1,1,1,2, , ,18.07,28.38,42.66,73.64,98.49,19.83,28.83,43.18,81.73,104.1,4,1,36.36,6.61, ,1,0,1
7553,0804,1,4,1,2,3,2,2, , ,27.54,42.13,47.95,65.93,101.59,22.13,45.31,44.9,79.12,132.5,4,1,55.46,18.09, ,4,1,1
7574,0805,1,4,1,2,1,1,1, ,.19,17.2,30.35, ,46.15,89.99,27.94,36.27, ,44.83,128.2,4,1,62.7,7.52,1,1,0,1
7611,0809,2,4,2,2,1,1,2, , ,24.82,34.39, ,62.22,95.54,27.85,52.52, ,98.43,140.29,4,1,-9,-9, ,1,0,1
7657,0812,2,4,2,2,1,1,1, ,.57,18.04,26.44, ,46.81,73.41,23.18,37.77, ,73.69,109.43,1,1,0,0,1,1,0,1
7671,0814,1,4,1,2,2,2,1,1.4, ,20.26,29.38, ,46.73,91.23,29.05,39.76, ,82.73,121.58,4,5,75.6,9.6, ,2,0,1
7678,0814,2,4,2,1,2,2,1,1.4, ,9.2,17.16, ,38.64,67.64,17.82,25.7, ,57.34,103.63,4,5,75.6,9.6, ,2,0,1
7734,0818,2,4,1,2,1,1,2, , ,19.28,39.03, ,49.6,95.13,21.62,39.44, ,53.6,118.8,4,2,46.96,7.5, ,1,0,1
7735,0818,2,4,1,2,2,2,2, , ,20.79,39.3, ,45.82,83.84,23.53,44.25, ,63.02,112.91,4,2,46.96,7.5, ,2,0,1
7787,0826,2,4,1,2,2,2,2, , ,21,26.82,28.71,42.28,72.82,32.06,41.23,40.53,52.54,85.6,4,5,-9,-9, ,2,0,1
7866,0832,1,4,2,1,2,2,2,7.2,.11,13.97,24.8,25.38,42.51,61.68,17.05,26.68,29.15,47.42,94.54,4,2,52.39,12.37,1,2,0,1
7979,0840,1,4,1,2,1,1,2, ,1.61,25.97,44.35, ,78.74,105.62,39.87,50.16, ,101.7,130.69,2,2,0,0,1,1,1,1
7980,0840,1,4,1,2,1,1,1, ,.65,20.11,33.17, ,55.35,98.4,27.5,41.84, ,59.16,127.2,2,2,0,0,1,1,0,1
8018,0843,1,4,1,2,1,1,2, ,.9, ,49.42,41.05,67.43,99.08, ,52.93,52.21,81.43,129.45,1,2,4.13,1.42,1,1,0,1
8192,0857,2,4,1,2,2,2,1, ,.47,26.53,44.93, ,76.24,103.32,31.75,41.18, ,82.47,121.36,4,3,51.29,10,1,2,1,1
8199,0857,1,4,2,2,1,1,1, , ,35.04,46.71, ,94.99,111.73,39.68,47.2, ,68.42,121.2,4,3,51.29,10, ,1,1,1
8245,0862,2,4,2,2,1,1,2, , ,31.79,37.38, ,70.21,100.82,37.48,45.51, ,74.54,132.33,4,3,-9,-9, ,1,1,1
8254,0862,1,4,2,2,1,1,1, , ,28.07,29.39, ,56.53,92.62,31.77,38.07, ,79.05,126.68,4,3,-9,-9, ,1,0,1
8284,0867,2,4,2,2,1,1,2, , , ,29.55, ,44.42,68.87, ,46.94, ,75.93,91.47,4,3,52.32,11.15, ,1,0,1
8396,0872,1,4,1,2,2,2,2, , ,17.66,19.02, ,50.56,58.78,18.27,31.39, ,62.96,79.26,4,3,64.81,7.41, ,2,0,1
8391,0874,2,4,2,2,2,2,2, ,.18,13.61,21.48, ,48.19,58.25,16.13,19.08, ,53.69,92.87,4,3,46.7,11.79,1,2,0,1
8392,0874,1,4,2,2,1,1,2,3.4, ,23.51,26.72, ,63.57,95.63,26.43,38.57, ,88.85,131.39,4,3,46.7,11.79, ,1,0,1
8397,0876,1,4,2,2,1,1,2,1.4, ,20.56,24.29, ,47.41,80.26,24.91,33.97, ,73.09,121.05,4,4,-9,-9, ,1,0,1
8403,0876,2,4,1,1,2,2,2, , ,7.86,21.34, ,42.4,56.37,13.97,18.79, ,62.66,94.55,4,4,-9,-9, ,2,0,1
8428,0878,2,4,1,2,2,2,2, , ,20.79,31.36, ,65.13,89.28,30.7,45.28, ,69.96,91.19,4,2,48.1,16.46, ,2,0,1
8429,0878,2,4,1,2,1,1,1, ,.74,15.22,21, ,57.24, ,24.07,23.83, ,48.74, ,4,2,48.1,16.46,1,1, ,1
8454,0881,1,4,1,2,1,1,1, , ,23.16,38.08,51.48,73.68,89.75,26.43,52.37,57.67,84.88,125.9, , , , , ,1,0,1
8488,0884,1,4,1,2,1,1,2, , ,28.59,43.39, ,54.92,93.31,26.46,52.22, ,72.5,121.85,4,2,25.13,23, ,1,0,1
8508,0885,1,4,2,2,2,2,2, ,.47,16.78,27.14,24.66,40.36,63.78,21.59,36.63,32.64,66.53,91.54,4,4,76.92,4.62,1,2,0,1
8463,0886,2,4,1,2,1,1,1, , ,19.19,36.06, ,65.9,101.88,19.29,35.21, ,69.08,115.15,4,2,19.52,9.56, ,1,1,1
8557,0888,2,4,2,2,4,2,2, ,.28, ,19.95, , ,76.74, ,26.61, , ,105.18, , , , ,1,4,0,1
8630,0894,2,4,1,2,1,1,2, ,.19,18.58,41.37, ,60.64,87.21,21.3,41.01, ,63.56,111.15,1,3,4.3,1.43,1,1,0,1
8639,0895,2,4,1,2,1,1,2, ,.62, ,38.01, ,78.99,92.99, ,38.91, ,69.56,126.18, , , , ,1,1,0,1
8649,0895,1,4,2,2,1,1,2, ,1.87, ,29.1, ,68.35,103.65, ,50.41, ,92.32,143.39, , , , ,1,1,1,1
8682,0902,2,4,1,2,1,1,2, ,.44, ,53.68, , ,111.28, ,59.55, , ,124.29, , , , ,1,1,1,1
8684,0902,1,4,1,2,1,1,1, ,1.55, ,51.24, , ,105.53, ,36.44, , ,127.63, , , , ,1,1,1,1
8726,0906,2,4,1,2,1,1,1, ,.91,33.88,79.87, ,101.28,112.37,43.3,53.87, ,81.33,141.87,4,3,43.08,11.56,1,1,1,1
8737,0906,1,4,1,2,1,1,2, , ,13.81,28.46, ,45.84,79.93,23.09,35.01, ,45.84,77.39,4,3,43.08,11.56, ,1,0,1
8714,0907,2,4,1,2,4,2,2, , ,17.14,31.42, ,47.43,93.5,30.16,38.26, ,71.55,118.34,4,3,37.28,9.79, ,4,0,1
8729,0907,1,4,1,2,1,1,2, , ,25.85,38.56, ,67.27,104.6,25.33,37.85, ,50.68,92.38,4,3,37.28,9.79, ,1,1,1
8795,0914,2,4,2,1,4,2,2, , ,16.47,22.07, ,62.03,83.61,20.8,25.76, ,52.78,101.49,4,5,75,23, ,4,0,1
8779,0915,1,4,1,2,1,1,2, , ,20.88,27.94, ,61.27,107.04,29.05,29.68, ,59.88,88.85, , , , , ,1,1,1
8801,0915,1,4,2,2,1,1,2, ,.57,22.27,31.93, ,60.48,89.9,24.65,44.16, ,85.78,124.9, , , , ,1,1,0,1
8807,0915,1,4,2,2,1,1,1, ,.46,18.79,41.52, ,60,94.58,27.12,55.25, ,79.04,122.86, , , , ,1,1,0,1
8821,0918,2,4,2,2,4,2,1,6.6, ,13.56,21.1,39.3,61.1,89.36, , , , ,96.85, , , , , ,4,0,1
8839,0921,2,4,1,2,2,2,2, , ,41.15,41.89, ,74.82,110.62,47.66,55.53, ,99.79,122.68, , , , , ,2,1,1
8912,0935,2,4,1,2,2,2,1, , ,13.33,19.55,21.11,29.2,59.24,16.54,23.96,25.63,30,73.48, , , , , ,2,0,1
8973,0940,2,4,1,2,4,2,2, , ,37.57,39.73, ,77.41,102.58,29.81,50.75, ,106.66,121.59,4,2,24.42,9.85, ,4,1,1
8980,0941,2,4,1,2,1,1,1, , ,40.86,54.52, ,73.92,111.02,38.78,43.17, ,75.35,121.09,4,3,38.39,13.45, ,1,1,1
8991,0942,2,4,2,2,4,2,2, ,.49,21.85,36.01, ,63.01,104.85,26.85,39.31, ,81.66,139.71,4,3,-9,-9,1,4,1,1
8995,0942,1,4,1,2,1,1,2, , ,21.59,41.24, ,91.73,108.68,25.81,42.53, ,86.8,125.77,4,3,-9,-9, ,1,1,1
9014,0943,2,4,2,2,3,1,2, ,.3,39.19,58.61, ,69.11,111.28,43.34,74.12, ,109.49,139.67,4,3,42.44,10.02,1,4,1,1
9020,0944,1,4,2,2,1,1,2, ,1.43,22.77,29.32, ,65.17,89.89,35.19,43.44, ,91.97,115.95,2,1,0,0,1,1,0,1
9039,0945,1,4,1,2,1,1,1, ,2.43,30.72,44.87, ,103.2,114.14,35.57,55.84, ,126.63,141.52,2,2,0,0,1,1,1,1
9044,0945,2,4,2,2,1,1,2, ,1.22,23.86,35.25, ,54.87,99.47,41.64,45.26, ,114.17,130.82,2,2,0,0,1,1,0,1
9069,0947,1,4,1,1,4,2,2,5.4, , ,21.03, ,60.71,82.08, ,22.54, ,52.43,72.27,4,5,-9,-9, ,4,0,1
9141,0951,2,4,2,1,3,1,2, , ,14.43,20.25,23.26,38.58,57.57,18.1,28.77,29.46,57.43,83.97,4,5,71.88,15.46, ,4,0,1
9160,0952,1,4,1,2,4,2,2, , ,20.99,19.19,42.68,45.4,99.56, ,24.36,29.54,47.82,103.3,4,5,70.5,13.15, ,4,0,1
9235,0964,2,4,1,2,3,1,1, ,.34,13.3,20.23, ,29.93,60.1,16.88,24.6, ,46.51,83.54,4,3,93,23,1,4,0,1
9238,0966,2,4,2,2,5,2,2, ,.21,23.37,35.38, ,45.37,90.36,32.76,57.01, ,80.85,103.64,4,5,51.92,13.46,1,5,0,1
9288,0969,2,4,2,2,1,1,2, , ,9.56,18.31, ,39.02,62.84,17.39,22.76, ,45.2,96.53,1,3,-9,-9, ,1,0,1
9333,0983,1,4,2,2,4,2,1, , ,21.19,41.75, ,76.92,86.5,34.35,42.53, ,86.98,123.95,1,1,9.05,4.52, ,4,0,1
9351,0993,1,4,2,2,1,1,2, ,.71,18.86,27.11, ,45.49,95.11,32.97,41.02, ,60.25,103.31,4,2,7.69,16.84,1,1,0,1
9371,0995,1,4,2,2,3,1,2, , ,16.27,41.7, ,55.93,89.25,19.62,39.9, ,71.56,116.52, , , , , ,4,0,1
9379,0996,1,4,2,1,3,1,2, , ,15.57,17.65, ,39.91,69.12, ,27.81, ,52.79,91.97, , , , , ,4,0,1
9397,0998,1,4,1,2,1,1,2, ,1.15,27.02,41.45, ,70.19,107.07,34.23,46.14, ,104.23,132.99,2,1,0,0,1,1,1,1
9408,0998,1,4,1,2,1,1,2, ,.19,19.88,35.18, ,65.27,81.65,27.83,40.73, ,80.07,115.98,2,1,0,0,1,1,0,1
9437,1001,2,4,1,2,1,1,2, ,1.08,23.73,43.11, ,66.7,107.84,33.63,49.54, ,94.64,129.43,4,1,2.34,.7,1,1,1,1
9444,1001,1,4,1,2,1,1,2, ,.74,18.44,27.51, ,54.87,98.66,19.2,37.27, ,63.62,115.86,4,1,2.34,.7,1,1,0,1
9481,1003,2,4,1,2,1,1,2, , ,16.78,34.95,24.04,50.75,83.88,18.01,30.71,29.65,59.3,103.96,4,1,14.37,5.59, ,1,0,1
9482,1003,1,4,2,2,1,1,2, ,.82,30.63,50.95,56.72,64.55,107.62,38,42.68,42.16,90.26,131.08,4,1,14.37,5.59,1,1,1,1
9522,1008,2,4,2,2,1,1,2, ,.61,19.8,48.14,51.55,74.3,97.05,48.35,65.59,61.88,98.41,135.84,4,1,21.19,10.69,1,1,0,1
9539,1009,1,4,2,2,1,1,2, ,.47,16.01,44.5,32.84,39.05,88.21,21.39,41.12,40,60.16,128.71,4,1,12.11,-9,1,1,0,1
9558,1010,2,4,2,2,1,1,2, ,1,19.65,38.54,40.46,51.51,88.23,26.09,41.25,39.18,56.32,124.08,4,2,21.41,9.86,1,1,0,1
9569,1010,2,4,2,2,1,1,2, ,.13,32.22,35.58,51.52,82.17,102.78,32.02,46.97,67.52,107.02,125.44,4,2,21.41,9.86,1,1,1,1
9580,1011,2,4,1,2,1,1,2, ,.82,26.82,44.91, ,84.18,106.62,24.36,35.12, ,80.25,124.85,4,2,-9,-9,1,1,1,1
9608,1017,2,4,1,2,4,2,2,1.4, ,16.49,30.48, ,32.28,71.3,19.63,31.12, ,55.79,113.8,4,5,-9,-9, ,4,0,1
9641,1019,2,4,2,2,1,1,1, ,1.12,23.18,40.48, ,73.1,98.46,30.95,42.82, ,68.46,127.48,4,2,49.71,14.62,1,1,0,1
9693,1023,1,4,1,1,4,2,2,4.8, ,10.16,13.65, ,46.88,85.21,17.32,20.08, ,39.88,83.27,4,5,93,-9, ,4,0,1
9707,1024,2,4,1,2,1,1,2, ,.73,33.99,42.5, ,70.25,84.79,39.56,43.2, ,91.78,125.73,2,2,0,0,1,1,0,1
9721,1025,1,4,1,2,1,1,1, ,.24,20.9,33.53, ,56.04,91.49,27.45,37.96, ,80.54,135.5,4,1,4.93,4.71,1,1,0,1
9729,1025,2,4,1,2,1,1,2, ,.19,23.91,41.05, ,85.76,89.84,40.23,56.64, ,80.79,122.74,4,1,4.93,4.71,1,1,0,1
9784,1037,2,4,1,1,2,2,2, , ,20.9,22.08,26.97,38.88,71.06,25.08,27.38,38.52,45.06,102.23,4,3,-9,-9, ,2,0,1
9827,1040,1,4,1,2,3,1,2, ,.46,13.22,18.3,20.31,61.95,72.52,25.53,33.69,34.49,45.8,86.41,2,2,0,0,1,4,0,1
9857,1042,2,4,1,1,4,2,2,2.6, ,25.99,31.12,27.43,34.64,55.26,25.08,36.29,40.85,54.11,75.69,4,4,69.74,10.17, ,4,0,1
9872,1044,1,4,2,1,3,1,1, , ,9.41,19.86,17.67,26.59,60.44, , , , ,80.76,4,5,14.17,14.96, ,4,0,1
9895,1045,1,4,2,2,3,1,2, , ,21.49,23.54,28.89,52.08,77.91, ,34.52,42.48,59.78,118.03,1,2,0,0, ,4,0,1
9897,1045,2,4,1,2,1,1,2, ,.67,17.7,29.6,39.49,67.24,91.9,43.27,42.46,45.63,65.5,113.47,1,2,0,0,1,1,0,1
